plotId,external_id,Area,Geometry_type,Country,ProducerCountry,Admin_Level_1,Centroid_lon,Centroid_lat,Unit,In_waterbody,EUFO_2020,GLAD_Primary,TMF_undist,GFC_TC_2020,Forest_FDaP,ESA_TC_2020,ForTy_forest_2020,TMF_plant,Oil_palm_Descals,Oil_palm_FDaP,Coffee_FDaP,Cocoa_FDaP,Cocoa_ETH,Rubber_FDaP,Rubber_RBGE,ForTy_tree_crops_2020,Soy_Song_2020,TMF_def_2000,TMF_def_2001,TMF_def_2002,TMF_def_2003,TMF_def_2004,TMF_def_2005,TMF_def_2006,TMF_def_2007,TMF_def_2008,TMF_def_2009,TMF_def_2010,TMF_def_2011,TMF_def_2012,TMF_def_2013,TMF_def_2014,TMF_def_2015,TMF_def_2016,TMF_def_2017,TMF_def_2018,TMF_def_2019,TMF_def_2020,TMF_def_2021,TMF_def_2022,TMF_def_2023,TMF_def_2024,TMF_def_2025,TMF_deg_2000,TMF_deg_2001,TMF_deg_2002,TMF_deg_2003,TMF_deg_2004,TMF_deg_2005,TMF_deg_2006,TMF_deg_2007,TMF_deg_2008,TMF_deg_2009,TMF_deg_2010,TMF_deg_2011,TMF_deg_2012,TMF_deg_2013,TMF_deg_2014,TMF_deg_2015,TMF_deg_2016,TMF_deg_2017,TMF_deg_2018,TMF_deg_2019,TMF_deg_2020,TMF_deg_2021,TMF_deg_2022,TMF_deg_2023,TMF_deg_2024,TMF_deg_2025,GFC_loss_year_2001,GFC_loss_year_2002,GFC_loss_year_2003,GFC_loss_year_2004,GFC_loss_year_2005,GFC_loss_year_2006,GFC_loss_year_2007,GFC_loss_year_2008,GFC_loss_year_2009,GFC_loss_year_2010,GFC_loss_year_2011,GFC_loss_year_2012,GFC_loss_year_2013,GFC_loss_year_2014,GFC_loss_year_2015,GFC_loss_year_2016,GFC_loss_year_2017,GFC_loss_year_2018,GFC_loss_year_2019,GFC_loss_year_2020,GFC_loss_year_2021,GFC_loss_year_2022,GFC_loss_year_2023,GFC_loss_year_2024,GFC_loss_year_2025,RADD_year_2019,RADD_year_2020,RADD_year_2021,RADD_year_2022,RADD_year_2023,RADD_year_2024,RADD_year_2025,RADD_year_2026,GLAD-L_year_2017,GLAD-L_year_2018,GLAD-L_year_2019,GLAD-L_year_2020,GLAD-L_year_2021,GLAD-L_year_2022,GLAD-L_year_2023,GLAD-L_year_2025,GLAD-L_year_2026,GLAD-S2_year_2019,GLAD-S2_year_2020,GLAD-S2_year_2021,GLAD-S2_year_2022,GLAD-S2_year_2023,GLAD-S2_year_2024,GLAD-S2_year_2025,GLAD-S2_year_2026,ESA_fire_2001,ESA_fire_2002,ESA_fire_2003,ESA_fire_2004,ESA_fire_2005,ESA_fire_2006,ESA_fire_2007,ESA_fire_2008,ESA_fire_2009,ESA_fire_2010,ESA_fire_2011,ESA_fire_2012,ESA_fire_2013,ESA_fire_2014,ESA_fire_2015,ESA_fire_2016,ESA_fire_2017,ESA_fire_2018,ESA_fire_2019,ESA_fire_2020,MODIS_fire_2000,MODIS_fire_2001,MODIS_fire_2002,MODIS_fire_2003,MODIS_fire_2004,MODIS_fire_2005,MODIS_fire_2006,MODIS_fire_2007,MODIS_fire_2008,MODIS_fire_2009,MODIS_fire_2010,MODIS_fire_2011,MODIS_fire_2012,MODIS_fire_2013,MODIS_fire_2014,MODIS_fire_2015,MODIS_fire_2016,MODIS_fire_2017,MODIS_fire_2018,MODIS_fire_2019,MODIS_fire_2020,MODIS_fire_2021,MODIS_fire_2022,MODIS_fire_2023,MODIS_fire_2024,MODIS_fire_2025,MODIS_fire_2026,TMF_deg_before_2020,TMF_def_before_2020,GFC_loss_before_2020,ESA_fire_before_2020,MODIS_fire_before_2020,RADD_before_2020,GLAD-L_before_2020,GLAD-S2_before_2020,TMF_deg_after_2020,TMF_def_after_2020,GFC_loss_after_2020,MODIS_fire_after_2020,RADD_after_2020,GLAD-L_after_2020,GLAD-S2_after_2020,GFT_primary,IFL_2020,European_Primary_Forest,ForTy_primary_2020,GFT_naturally_regenerating,ForTy_nat_reg_2020,GFT_planted_plantation,IIASA_planted_plantation,ForTy_planted_2020,ForTy_plantation_2020,TMF_regrowth_2024,ESRI_2024_TC,Oil_palm_2024_FDaP,Rubber_2024_FDaP,Coffee_FDaP_2024,Cocoa_2024_FDaP,ESRI_crop_gain_2020_2024,GFW_logging_before_2020,nCO_ideam_forest_2020,nCO_ideam_eufo_commission_2020,nBR_INPE_TC_primary_forest_Amazon_2020,nBR_INPE_TC_secondary_forest_Amazon_2020,nBR_BFS_primary_forest_Pantanal_2020,nBR_BFS_primary_forest_Caatinga_2020,nBR_BFS_primary_forest_AtlanticForest_2020,nBR_BFS_primary_forest_Pampa_2020,nBR_BFS_primary_and_secondary_forest_Cerrado_2020,nBR_MapBiomas_col9_forest_Brazil_2020,nBR_INPE_TCsilviculture_Amazon_2020,nBR_INPE_TCsilviculture_Cerrado_2020,nBR_MapBiomas_col9_silviculture_Brazil_2020,nBR_PRODES_deforestation_Brazil_before_2020,nBR_DETER_forestdegradation_Amazon_before_2020,nBR_PRODES_deforestation_Brazil_after_2020,nBR_DETER_forestdegradation_Amazon_after_2020,nBR_INPE_TCamz_cer_perennial_2020,nBR_MapBiomas_col9_coffee_2020,nBR_MapBiomas_col9_palmoil_2020,nBR_MapBiomas_col9_pc_2020,nBR_INPE_TCamz_cer_annual_2020,nBR_MapBiomas_col9_soy_2020,nBR_MapBiomas_col9_annual_crops_2020,nBR_INPE_TCamz_pasture_2020,nBR_INPE_TCcer_pasture_2020,nBR_MapBiomas_col9_pasture_2020,nCI_Cocoa_bnetd,nCM_Treecover_2020,geo,whisp_processing_metadata,Ind_01_treecover,Ind_02_commodities,Ind_03_disturbance_before_2020,Ind_04_disturbance_after_2020,Ind_05_primary_2020,Ind_06_nat_reg_forest_2020,Ind_07_planted_plantations_2020,Ind_08_planted_plantations_after_2020,Ind_09_treecover_after_2020,Ind_10_agri_after_2020,Ind_11_logging_concession_before_2020,risk_pcrop,risk_acrop,risk_timber
1,,1.194,LineString,COL,CO,Cundinamarca,-74.115554,4.602452,ha,False,0.0,0.0,0.0,0.157,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'LineString', 'coordinates': [[-74.116436, 4.60432], [-74.117321, 4.603321], [-74.115669, 4.600749], [-74.11502, 4.600513], [-74.113664, 4.60238], [-74.116436, 4.604313]]}","{'whisp_version': '3.0.0a15', 'processing_timestamp_utc': '2026-07-26 00:42:40+0000'}",no,no,no,no,no,no,no,no,no,no,no,low,low,low
2,,0.743,LineString,COL,CO,Cundinamarca,-74.111403,4.601253,ha,False,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'type': 'LineString', 'coordinates': [[-74.11212, 4.602264], [-74.112564, 4.601614], [-74.111118, 4.600216], [-74.110223, 4.601172], [-74.110581, 4.601543], [-74.110896, 4.601186], [-74.112122, 4.602259]]}","{'whisp_version': '3.0.0a15', 'processing_timestamp_utc': '2026-07-26 00:42:40+0000'}",no,no,no,no,no,no,no,no,no,no,no,low,low,low
